1,481,1075,539,116,115,1
1,481,953,542,85,71,1
1,522,953,542,85,71,3
1,259,978,495,29,24,1
1,346,1252,554,64,47,1
1,528,1252,554,64,47,3
2,602,1617,549,50,124,3
2,522,953,539,86,66,1
2,223,1531,559,46,117,3
2,481,1076,534,118,116,1
2,679,500,538,36,90,3
2,250,1370,507,35,106,3
2,390,109,698,49,100,3
2,282,540,532,32,95,3
2,387,1449,497,28,83,3
2,242,268,582,38,137,3
2,525,671,510,26,73,3
2,418,1487,525,23,66,3
2,528,1255,548,51,50,1
2,522,1159,446,14,30,3
2,308,181,559,50,155,3
3,522,955,541,86,71,1
3,481,1078,536,119,116,1
3,223,1536,552,45,118,3
3,602,1626,546,49,122,3
3,250,1374,504,35,107,3
3,679,498,555,38,89,3
3,282,539,554,33,88,3
3,390,105,724,46,96,3
3,387,1452,493,27,82,3
3,242,260,601,41,140,3
3,308,177,582,42,150,3
3,525,672,523,28,72,3
3,415,978,494,28,23,1
3,418,1494,521,21,62,3
3,522,1158,446,14,31,3
3,323,795,511,14,46,3
4,602,1631,549,57,125,3
4,522,956,539,88,73,1
4,481,1081,533,120,119,1
4,679,498,550,39,90,3
4,223,1547,556,45,119,3
4,282,540,548,32,91,3
4,250,1381,503,32,110,3
4,387,1457,489,29,88,3
4,390,93,722,45,96,3
4,242,261,606,36,131,3
4,525,672,520,28,73,3
4,418,1497,520,23,64,3
4,522,1161,447,13,29,3
4,308,168,577,41,155,3
5,602,1637,560,57,126,3
5,522,956,539,89,74,1
5,481,1082,535,119,121,1
5,223,1552,565,47,119,3
5,679,496,544,38,92,3
5,250,1383,512,34,102,3
5,282,538,546,33,88,3
5,390,78,714,41,101,3
5,387,1459,494,30,89,3
5,242,253,596,36,136,3
5,525,673,518,27,72,3
5,362,644,525,28,66,3
5,418,1500,530,24,62,3
5,522,1164,446,14,29,3
5,522,1159,447,14,25,3
5,416,984,494,26,22,1
5,424,1231,442,19,45,3
5,336,1265,558,27,44,3
5,261,530,554,28,79,3
5,317,1148,524,75,38,1
6,602,1646,570,58,129,3
6,522,959,552,88,74,1
6,481,1086,547,119,119,1
6,679,497,554,34,95,3
6,250,1389,525,31,101,3
6,282,537,560,35,86,3
6,410,65,734,40,102,3
6,242,242,604,42,143,3
6,346,131,581,64,158,3
6,387,1463,505,28,88,3
6,223,1560,578,47,118,3
6,418,1506,532,25,73,3
6,525,678,529,23,72,3
6,449,988,505,27,22,1
6,525,1269,564,59,48,1
6,383,782,513,20,56,3
6,302,1080,539,54,50,1
6,309,797,515,17,50,3
7,602,1650,567,62,132,3
7,481,1085,537,121,125,1
7,522,959,547,88,70,1
7,679,494,545,34,101,3
7,223,1565,567,49,127,3
7,250,1392,517,30,104,3
7,525,676,521,28,75,3
7,282,535,554,33,89,3
7,387,1466,499,29,88,3
7,410,51,734,41,107,3
7,242,238,613,39,133,3
7,424,646,525,26,71,3
7,418,1507,518,27,87,3
7,346,123,569,64,172,3
7,449,988,496,23,23,1
8,522,960,556,88,71,1
8,223,1574,585,48,118,3
8,481,1087,550,123,121,1
8,602,1660,579,60,126,3
8,525,674,529,31,72,3
8,679,493,551,33,97,3
8,282,533,559,34,91,3
8,387,1469,507,30,89,3
8,250,1395,525,32,108,3
8,410,33,743,47,106,3
8,174,1053,530,136,48,1
8,186,989,505,27,21,1
8,418,1511,539,27,71,3
8,213,1273,566,50,50,1
8,346,115,582,61,170,3
8,424,647,535,25,68,3
9,522,959,559,91,69,1
9,481,1088,555,126,117,1
9,602,1665,583,64,130,3
9,223,1580,587,47,124,3
9,250,1398,527,32,107,3
9,525,672,528,33,72,3
9,679,491,549,34,98,3
9,387,1471,509,31,91,3
9,282,531,560,35,88,3
9,410,16,741,49,109,3
9,174,1039,531,133,49,1
9,418,1517,543,24,68,3
9,549,218,596,44,158,3
9,522,966,539,79,59,1
9,186,990,505,26,21,1
9,424,644,527,27,75,3
9,131,973,528,80,48,1
9,346,105,580,61,168,3
9,352,797,513,16,53,3
9,213,1273,571,41,50,1
10,602,1671,596,62,133,3
10,481,1087,557,125,122,1
10,223,1585,603,46,122,3
10,522,959,560,86,71,1
10,679,488,544,34,98,3
10,250,1398,540,33,104,3
10,525,673,525,30,73,3
10,282,528,555,37,87,3
10,387,1474,523,31,88,3
10,424,643,521,27,78,3
10,418,1521,562,23,63,3
10,549,206,599,43,143,3
10,174,1040,533,118,49,1
10,410,2,728,45,115,3
10,186,991,507,27,21,1
10,239,575,521,24,77,3
10,522,966,537,83,59,1
10,532,585,522,21,72,3
11,481,1088,549,129,126,1
11,522,959,557,92,71,1
11,602,1679,579,61,134,3
11,223,1593,592,47,121,3
11,679,485,553,35,96,3
11,250,1402,525,32,108,3
11,525,673,524,30,77,3
11,387,1475,508,33,90,3
11,282,527,558,38,92,3
11,174,1020,525,122,55,1
11,418,1521,538,27,73,3
11,368,84,582,58,176,3
11,549,198,613,46,147,3
11,239,574,527,24,77,3
11,186,990,501,25,21,1
11,410,0,756,36,113,3
11,424,638,522,29,81,3
11,378,1277,569,43,51,1
12,481,1090,555,128,125,1
12,522,959,559,91,74,1
12,602,1686,587,62,133,3
12,223,1600,595,48,126,3
12,250,1404,529,34,109,3
12,679,483,556,35,96,3
12,525,674,527,28,77,3
12,549,189,616,46,145,3
12,387,1476,515,34,87,3
12,282,525,557,35,94,3
12,424,638,523,31,83,3
12,174,1019,529,115,48,1
12,418,1527,552,24,64,3
12,378,1278,574,44,50,1
12,186,990,506,27,22,1
12,368,73,586,59,172,3
12,239,574,530,23,79,3
13,602,1695,587,61,135,3
13,481,1089,551,129,123,1
13,223,1604,598,50,122,3
13,522,959,546,92,78,1
13,250,1407,529,34,107,3
13,282,523,549,35,87,3
13,679,482,540,33,97,3
13,525,673,514,29,78,3
13,387,1479,512,34,89,3
13,424,639,513,30,79,3
13,174,1015,523,98,49,1
13,418,1528,539,28,76,3
13,368,70,570,51,172,3
13,186,990,496,29,24,1
13,378,1280,569,44,51,1
13,239,578,516,21,77,3
13,549,173,572,55,177,3
14,223,1612,591,50,121,3
14,602,1704,578,59,137,3
14,481,1089,549,133,128,1
14,522,959,545,92,83,1
14,250,1409,526,33,104,3
14,282,521,553,35,93,3
14,679,479,548,35,98,3
14,525,671,523,27,75,3
14,174,981,523,122,52,1
14,424,638,523,29,77,3
14,418,1530,537,28,72,3
14,387,1481,517,35,73,3
14,368,54,574,53,187,3
14,549,165,602,53,163,3
14,513,692,453,20,37,3
14,378,1282,566,51,52,1
14,186,990,497,27,24,1
14,362,957,532,113,45,1
14,240,1321,578,28,44,3
14,535,619,518,24,81,3
15,223,1619,596,51,123,3
15,602,1712,583,61,141,3
15,481,1093,550,131,128,1
15,522,958,546,94,81,1
15,250,1415,531,31,99,3
15,679,479,544,34,100,3
15,282,522,547,35,96,3
15,525,673,519,27,78,3
15,549,159,602,49,158,3
15,424,637,517,31,80,3
15,362,941,541,108,48,1
15,174,972,518,116,55,1
15,387,1489,510,37,88,3
15,368,45,567,51,187,3
15,418,1535,507,32,104,3
15,513,692,451,22,33,3
15,202,1372,506,22,61,3
15,418,1531,543,29,68,3
15,378,1282,564,45,54,1
16,481,1095,551,131,129,1
16,223,1628,598,48,125,3
16,602,1719,588,58,140,3
16,522,959,549,94,78,1
16,250,1416,535,33,97,3
16,679,477,542,34,102,3
16,525,671,521,27,76,3
16,282,520,551,32,92,3
16,387,1492,512,30,88,3
16,549,138,596,56,167,3
16,418,1531,510,41,102,3
16,174,961,519,106,57,1
16,368,26,568,60,191,3
16,362,950,538,104,56,1
16,424,639,522,28,75,3
16,378,1285,566,52,56,1
16,202,1372,508,24,60,3
16,513,692,449,21,33,3
16,418,1538,540,30,74,3
16,120,1072,490,14,25,3
17,223,1635,591,51,135,3
17,602,1725,590,60,138,3
17,481,1097,551,130,131,1
17,522,960,549,94,80,1
17,250,1418,532,35,100,3
17,679,474,544,35,102,3
17,282,517,553,34,93,3
17,525,672,523,26,75,3
17,387,1498,512,25,89,3
17,368,16,575,57,197,3
17,418,1542,545,26,66,3
17,513,687,452,25,43,3
17,549,129,596,53,180,3
17,424,639,529,27,71,3
17,155,990,495,29,25,1
17,202,1373,503,22,65,3
17,174,924,522,130,52,1
18,223,1644,594,51,131,3
18,602,1732,591,60,141,3
18,481,1097,550,134,134,1
18,522,961,551,93,78,1
18,250,1422,531,34,102,3
18,282,516,552,33,94,3
18,525,671,522,27,76,3
18,679,472,544,36,103,3
18,387,1499,517,37,80,3
18,513,688,451,24,42,3
18,429,994,528,50,35,1
18,418,1546,545,26,68,3
18,155,990,495,28,24,1
18,424,639,524,26,76,3
18,431,1291,570,63,53,1
18,468,976,538,73,56,1
18,174,884,531,145,44,1
18,303,562,523,25,82,3
19,602,1741,596,61,136,3
19,481,1099,550,135,134,1
19,250,1425,531,32,103,3
19,522,960,549,95,79,1
19,223,1653,595,48,131,3
19,679,472,541,36,107,3
19,282,513,551,35,95,3
19,525,671,522,26,75,3
19,387,1501,515,34,81,3
19,513,687,448,25,45,3
19,431,1294,569,67,53,1
19,418,1553,542,25,72,3
19,261,1080,493,19,20,1
19,424,634,526,26,76,3
19,174,873,526,125,50,1
19,155,993,496,26,21,1
19,431,1293,568,64,54,1
19,437,1092,492,21,19,1
19,521,1323,576,39,45,1
19,482,1072,494,17,20,1
20,522,960,555,95,76,1
20,481,1099,549,135,137,1
20,223,1660,593,48,135,3
20,602,1753,599,56,135,3
20,250,1425,533,35,102,3
20,282,511,555,33,94,3
20,679,470,549,34,100,3
20,525,670,522,26,77,3
20,174,855,522,143,55,1
20,431,1293,566,66,57,1
20,513,687,450,23,48,3
20,418,1555,543,25,70,3
20,387,1502,519,32,76,3
20,424,631,523,28,81,3
20,155,994,496,26,23,1
20,386,1537,437,21,40,3
20,219,553,524,23,83,3
20,408,565,527,21,76,3
20,261,1080,493,18,20,1
20,431,1295,568,66,55,1
21,602,1760,598,58,139,3
21,522,961,557,93,74,1
21,481,1101,550,134,138,1
21,223,1667,592,49,146,3
21,250,1428,529,35,110,3
21,282,510,557,34,93,3
21,525,670,523,26,76,3
21,679,469,560,33,88,3
21,431,1296,571,60,53,1
21,174,838,521,147,56,1
21,476,1470,526,98,42,1
21,418,1561,539,25,75,3
21,155,994,497,26,22,1
21,422,949,533,42,38,1
21,513,687,450,22,49,3
21,424,630,523,29,81,3
21,431,1296,573,64,52,1
21,219,552,523,24,85,3
22,481,1103,551,136,139,1
22,522,960,561,95,74,1
22,223,1674,599,52,140,3
22,602,1768,602,59,136,3
22,250,1429,533,38,107,3
22,282,507,556,34,98,3
22,525,669,526,27,75,3
22,679,462,553,39,100,3
22,174,822,516,149,64,1
22,431,1297,570,63,56,1
22,418,1566,538,23,75,3
22,513,684,451,24,49,3
22,155,994,497,27,23,1
22,216,59,609,56,214,3
22,282,1516,515,27,84,3
23,522,960,562,95,73,1
23,602,1777,603,63,137,3
23,481,1103,550,139,142,1
23,223,1684,599,56,144,3
23,250,1433,534,36,108,3
23,282,502,558,40,96,3
23,174,802,522,160,58,1
23,679,463,549,37,105,3
23,525,668,524,27,78,3
23,431,1300,570,62,56,1
23,418,1568,540,25,74,3
23,155,995,496,27,24,1
23,513,683,451,25,49,3
23,282,1516,517,30,82,3
23,464,1393,539,60,37,1
23,461,630,520,27,86,3
23,216,44,610,70,255,3
24,602,1785,595,66,147,3
